"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Delaware,Florida,Georgia,Iowa,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,South Carolina,Tennessee,Virginia","Alaska,Delaware,Georgia,Maine,Maryland,Massachusetts,Minnesota,New Jersey,New York,Puerto Rico,Rhode Island,South Carolina,Tennessee,Texas,Virgin Islands,Virginia,Wisconsin","Species of Concern","B0JN","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0JN","Numenius phaeopus","https://services.itis.gov/?q=tsn:176599","Whimbrel","Birds","Species","Exact Match","Numenius phaeopus [M], Numenius phaeopus"
"California","","Endangered","Q2Z7","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2Z7","Astragalus albens","https://services.itis.gov/?q=tsn:25406","Cushenbury milkvetch","Plants","Species","Exact Match","Astragalus albens"
"Louisiana,Mississippi","Louisiana,Mississippi",NA,NA,NA,"Cycleptus meridionalis","https://services.itis.gov/?q=tsn:639711","southeastern blue sucker","Fish","Species","Exact Match","Cycleptus meridionalis , Cycleptus meridionalis"
"Maine,New Jersey,Rhode Island","",NA,NA,NA,"Gadus morhua","https://services.itis.gov/?q=tsn:164712","cod","Fish","Species","Fuzzy Match","Gadus morhua, Gaddus morhua"
"Nebraska,Wisconsin","",NA,NA,NA,"Melanoplus punctulatus","https://services.itis.gov/?q=tsn:658488","Grizzly Spur-throat Grasshopper","Insects","Species","Exact Match","Melanoplus punctulatus"
"Maryland,Ohio,Pennsylvania,Virginia,West Virginia","New York,Pennsylvania,Virginia,West Virginia",NA,NA,NA,"Calopteryx angustipennis","https://services.itis.gov/?q=tsn:102053","Appalachian Jewelwing","Insects","Species","Exact Match","Calopteryx angustipennis"
"Georgia,Missouri,West Virginia","Georgia,Missouri",NA,NA,NA,"Paronychia virginica","https://services.itis.gov/?q=tsn:20348","yellow nailwort","Plants","Species","Exact Match","Paronychia virginica"
"Illinois,New York,Virginia","Illinois,Minnesota,New York,Virginia",NA,NA,NA,"Allocapnia illinoensis","https://services.itis.gov/?q=tsn:102672","Illinois snowfly","Insects","Species","Exact Match","Allocapnia illinoensis"
"Michigan,New Jersey,West Virginia","Arkansas,Georgia,Michigan,West Virginia","Species of Concern","B07E","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B07E","Lanius ludovicianus migrans","https://services.itis.gov/?q=tsn:178516","Migrant loggerhead shrike","Birds","Subspecies","Exact Match","Lanius ludovicianus migrans"
"Georgia,South Carolina","Georgia","Resolved Taxon","Q0OZ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0OZ","Elliottia racemosa","https://services.itis.gov/?q=tsn:23644","Georgia-plume","Plants","Species","Exact Match","Elliottia racemosa"
"North Carolina,Tennessee","Tennessee",NA,NA,NA,"Paravitrea umbilicaris","https://services.itis.gov/?q=tsn:77237","open supercoil","Mollusks","Species","Exact Match","Paravitrea umbilicaris"
"Arizona","",NA,NA,NA,"Peucedramus taeniatus","https://services.itis.gov/?q=tsn:178874","Olive Warbler","Birds","Species","Exact Match","Peucedramus taeniatus"
"Indiana,Kentucky,New York,Ohio,Pennsylvania,Tennessee,West Virginia","Indiana,Kentucky,New York,Ohio,Pennsylvania,Tennessee,West Virginia","Resolved Taxon","E096","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E096","Etheostoma maculatum","https://services.itis.gov/?q=tsn:168408","spotted darter","Fish","Species","Exact Match","Etheostoma maculatum"
"Arkansas,Georgia,Ohio,Oklahoma,South Carolina,Tennessee,Virginia,West Virginia","Arkansas,Illinois,Missouri,Oklahoma,Pennsylvania,South Carolina,Tennessee,Virginia,West Virginia","Species of Concern","I0NF","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0NF","Speyeria diana","https://services.itis.gov/?q=tsn:777990","Diana Fritillary","Insects","Species","Exact Match","Speyeria diana"
"South Carolina","",NA,NA,NA,"Convallaria majalis var. montana","https://services.itis.gov/?q=tsn:533751","American Lily-of-the-valley","Plants","Variety","Followed Accepted TSN","Convallaria majuscula"
"Georgia","Georgia","Under Review in the Candidate or Petition Process","Q09O","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q09O","Sideroxylon thornei","https://services.itis.gov/?q=tsn:505226","Georgia bully","Plants","Species","Exact Match","Sideroxylon thornei"
"Nevada","Nevada","Under Review in the Candidate or Petition Process","G0FR","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G0FR","Pyrgulopsis sulcata","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","southern Steptoe pyrg","Other","Undetermined","Historic Match","Pyrgulopsis sulcata"
"Texas","",NA,NA,NA,"Oxyethira ulmeri","https://services.itis.gov/?q=tsn:606736","A caddisfly","Insects","Species","Exact Match","Oxyethira ulmeri "
"Alaska,Nevada","Alaska,Nevada",NA,NA,NA,"Sorex monticolus","https://services.itis.gov/?q=tsn:179950","Montane Shrew","Mammals","Species","Exact Match","Sorex monticolus"
"Tennessee","",NA,NA,NA,"Spiranthes odorata","https://services.itis.gov/?q=tsn:505343","marsh lady's tresses","Plants","Species","Exact Match","Spiranthes odorata"
"West Virginia","","Species of Concern","Q0MG","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0MG","Dichanthelium acuminatum var. acuminatum","https://services.itis.gov/?q=tsn:527684","Matting Witchgrass","Plants","Variety","Followed Accepted TSN","Dichanthelium meridionale"
"Texas","Texas",NA,NA,NA,"Heterobrenthus texanus","https://services.itis.gov/?q=tsn:904031","no common name","Insects","Species","Exact Match","Heterobrenthus texanus, Heterobrenthus texanus (Schaeffer)"
"Colorado,Texas","Colorado,New Mexico,Texas","Resolved Taxon","E05D","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05D","Oncorhynchus clarkii virginalis","https://services.itis.gov/?q=tsn:553428","Rio Grande cutthroat trout","Fish","Subspecies","Exact Match","Oncorhynchus clarki virginalis, Oncorhynchus clarkii virginalis"
"Tennessee","Tennessee",NA,NA,NA,"Batriasymmodes quisnamus","https://services.itis.gov/?q=tsn:691457","(a cave obligate beetle)","Insects","Species","Exact Match","Batriasymmodes jeanneli, Batriasymmodes quisnamus"
"Connecticut,Delaware,Maine,Maryland,New Hampshire,New Jersey,New York,Rhode Island,South Carolina","Connecticut,Delaware,Florida,Maryland,New York,Rhode Island,South Carolina",NA,NA,NA,"Limulus polyphemus","https://services.itis.gov/?q=tsn:82703","Atlantic Horseshoe Crab","Other Invertebrates","Species","Exact Match","Limulus polyhemus, Limulus polyphemus"
"Illinois","",NA,NA,NA,"Cheumatopsyche speciosa","https://services.itis.gov/?q=tsn:115431","Net-Spinning Caddisfly","Insects","Species","Exact Match","Cheumatopsyche speciosa"
"West Virginia","West Virginia",NA,NA,NA,"Trichodrilus culveri","https://services.itis.gov/?q=tsn:68462","aquatic oligochaete worm","Other Invertebrates","Species","Exact Match","Trichodrilus culveri"
"West Virginia","",NA,NA,NA,"Pseudanophthalmus henroti","https://services.itis.gov/?q=tsn:110154","A Cave Beetle","Insects","Species","Exact Match","Pseudanophthalmus henroti"
"Tennessee","",NA,NA,NA,"Salvia azurea var. grandiflora","https://services.itis.gov/?q=tsn:530228","blue sage","Plants","Variety","Exact Match","Salvia azurea var. grandiflora"
"Delaware,Maine,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Rhode Island,South Carolina,Virginia","Delaware,Maine,Maryland,New Hampshire,New Jersey,New York,Rhode Island,South Carolina,Virginia",NA,NA,NA,"Calidris maritima","https://services.itis.gov/?q=tsn:176646","Purple Sandpiper","Birds","Species","Exact Match","Calidris maritima [M,W], Calidris maritima"
"California,Connecticut","Connecticut,Pennsylvania,Rhode Island","Species of Concern","I0OP","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0OP","Cicindela tranquebarica","https://services.itis.gov/?q=tsn:697747","Oblique-lined Tiger Beetle","Insects","Species","Exact Match","Cicindela tranquebarica ssp., Cicindela tranquebarica"
"North Carolina","",NA,NA,NA,"Euchemotrema fasciatum","https://services.itis.gov/?q=tsn:77515","mountain pillsnail","Mollusks","Species","Exact Match","Euchemotrema fasciatum"
"Connecticut,Delaware,Maine,New Jersey,New York","Connecticut,New York",NA,NA,NA,"Leucoraja ocellata","https://services.itis.gov/?q=tsn:564145","big skate","Fish","Species","Exact Match","Leucoraja ocellata"
"California","California",NA,NA,NA,"Juga chacei","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/1117146","Chace juga","Mollusks","Species","Exact Match","Juga chacei"
"North Carolina","North Carolina",NA,NA,NA,"Cambarus lenati","https://services.itis.gov/?q=tsn:650403","Broad River crayfish","Crustaceans","Species","Exact Match","Cambarus lenati"
"Delaware,Maryland","Delaware",NA,NA,NA,"Chloropteryx tepperaria","https://services.itis.gov/?q=tsn:941749","Angle Winged Emerald Moth","Insects","Species","Exact Match","Chloropteryx tepperaria"
"Rhode Island","New York,Rhode Island",NA,NA,NA,"Psaphida thaxterianus","https://services.itis.gov/?q=tsn:940021","A noctuid moth","Insects","Species","Fuzzy Match","Psaphida thaxterianus, Psaphida thaxteriana"
"South Carolina","",NA,NA,NA,"Hypericum nitidum","https://services.itis.gov/?q=tsn:21451","Carolina St. Johnswort","Plants","Species","Exact Match","Hypericum nitidum"
"Pennsylvania,Virginia,West Virginia","Virginia",NA,NA,NA,"Euchemotrema leai","https://services.itis.gov/?q=tsn:77518","lowland pillsnail","Mollusks","Species","Exact Match","Euchemotrema leai"
"Hawaii","Hawaii","Endangered","B048","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B048","Hemignathus hanapepe","https://services.itis.gov/?q=tsn:997971","Kauai Nukupuu","Birds","Species","Followed Accepted TSN","Hemignathus lucidus hanapepe"
"Illinois,Iowa,Kansas,Michigan,Minnesota,Vermont,West Virginia","Alabama,Arkansas,Georgia,Illinois,Iowa,Kansas,Minnesota,Vermont",NA,NA,NA,"Lasmigona costata","https://services.itis.gov/?q=tsn:80139","fluted-shell","Mollusks","Species","Exact Match","Lasmigona costata , Lasmigona costata"
"Iowa,New Jersey,Ohio,West Virginia","Iowa,Pennsylvania,Rhode Island,West Virginia",NA,NA,NA,"Parrhasius m-album","https://services.itis.gov/?q=tsn:777880","White M Hairstreak","Insects","Species","Fuzzy Match","Parrhasius m-album, Parrhasius malbum"
"Nevada","Nevada","Endangered","E009","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E009","Cyprinodon diabolis","https://services.itis.gov/?q=tsn:165633","Devils Hole pupfish","Fish","Species","Exact Match","Cyprinodon diabolis"
"West Virginia","West Virginia",NA,NA,NA,"Pseudanophthalmus grandis grandis","https://services.itis.gov/?q=tsn:933149","A Cave Beetle","Insects","Subspecies","Exact Match","Pseudanophthalmus grandis grandis"
"Connecticut,Maryland,Massachusetts,Minnesota,New Jersey,Pennsylvania,Vermont,Virginia,West Virginia","Connecticut,Maryland,Massachusetts,Pennsylvania,Vermont,Virginia,West Virginia",NA,NA,NA,"Somatochlora elongata","https://services.itis.gov/?q=tsn:101955","Ski-tipped Emerald","Insects","Species","Exact Match","Somatochlora elongata"
"Tennessee","",NA,NA,NA,"Miktoniscus medcofi","https://services.itis.gov/?q=tsn:595721","Medcofâ<U+0080><U+0099>s terrestrial isopod","Crustaceans","Species","Exact Match","Miktoniscus medcofi"
"Alabama,Tennessee,Virginia","Alabama,Tennessee,Virginia","Endangered","F00I","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00I","Lemiox rimosus","https://services.itis.gov/?q=tsn:80255","birdwing pearly mussel","Mollusks","Species","Exact Match","Lemiox rimosus"
"Alabama,Arizona,Nevada,Oklahoma,Texas","Alabama,Arizona,Missouri,Oklahoma,Puerto Rico,Texas,Virgin Islands",NA,NA,NA,"Tadarida brasiliensis","https://services.itis.gov/?q=tsn:180088","Brazilian free-tailed bat","Mammals","Species","Exact Match","Tadaria brasiliensis, Tadarida brasiliensis"
"Missouri","Missouri","Threatened","Q2GG","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2GG","Platanthera leucophaea","https://services.itis.gov/?q=tsn:43431","eastern prairie fringed orchid","Plants","Species","Exact Match","Platanthera leucophaea"
"Delaware,Nebraska","Delaware",NA,NA,NA,"Catocala residua","https://services.itis.gov/?q=tsn:938143","Residua Underwing","Insects","Species","Exact Match","Catocala residua"
"Illinois","Illinois",NA,NA,NA,"Etheostoma crossopterum","https://services.itis.gov/?q=tsn:168454","fringed darter","Fish","Species","Exact Match","Etheostoma crossopterum"
"Texas","Texas","Species of Concern","E04H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E04H","Cyprinella proserpina","https://services.itis.gov/?q=tsn:163799","proserpine shiner","Fish","Species","Exact Match","Cyprinella proserpina"
"Arizona,California,Nevada","Arizona,California,Nevada","Species of Concern","A0FU","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0FU","Macrotus californicus","https://services.itis.gov/?q=tsn:180071","California leaf-nosed bat","Mammals","Species","Exact Match","Macrotus californicus"
"Tennessee","","Species of Concern","Q3BZ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3BZ","Carex hyalina","https://services.itis.gov/?q=tsn:39645","tissue sedge","Plants","Species","Exact Match","Carex hyalina"
"Alaska,Arizona,Maine,Maryland,Pennsylvania,West Virginia,Wisconsin","Alaska,Arizona,Connecticut,Maryland,Pennsylvania,West Virginia",NA,NA,NA,"Catharus ustulatus","https://services.itis.gov/?q=tsn:179788","Swainson's Thrush","Birds","Species","Exact Match","Catharus ustulatus"
"Delaware","",NA,NA,NA,"Zale metatoides","https://services.itis.gov/?q=tsn:940717","Washed-out Zale Moth","Insects","Species","Exact Match","Zale metatoides"
"Kansas","Kansas",NA,NA,NA,"Anaxyrus punctatus","https://services.itis.gov/?q=tsn:773527","Red-spotted Toad","Amphibians","Species","Followed Accepted TSN","Anaxyrus punctatus, Bufo punctatus"
"Missouri","Ohio",NA,NA,NA,"Storeria occipitomaculata occipitomaculata","https://services.itis.gov/?q=tsn:174132","Northern Redbelly Snake","Reptiles","Subspecies","Exact Match","Storeria occiptomaculata occipitomaculata, Storeria occipitomaculata occipitomaculata"
"Tennessee","",NA,NA,NA,"Cerastium velutinum var. velutinum","https://services.itis.gov/?q=tsn:823694","large field mouse-ear chickweed","Plants","Variety","Exact Match","Cerastium velutinum var. velutinum"
"Delaware,New Jersey,Rhode Island,South Carolina","Florida,South Carolina",NA,NA,NA,"Pomatomus saltatrix","https://services.itis.gov/?q=tsn:168559","bluefish","Fish","Species","Exact Match","Pomatomus saltatrix"
"Nevada","Nevada",NA,NA,NA,"Elgaria coerulea shastensis","https://services.itis.gov/?q=tsn:209016","Shasta Alligator Lizard","Reptiles","Subspecies","Exact Match","Elgaria coerulea shastensis"
"Tennessee","Tennessee","Species of Concern","I0K5","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0K5","Pseudanophthalmus paynei","https://services.itis.gov/?q=tsn:932017","Payne's cave beetle","Insects","Species","Exact Match","Pseudanophthalmus paynei"
"Illinois,Maryland,Virginia,West Virginia","Illinois,Virginia,West Virginia,Wisconsin","Species of Concern","I0NC","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0NC","Euchlaena milnei","https://services.itis.gov/?q=tsn:941931","Milne's Euchlaena moth","Insects","Species","Exact Match","Euchlaena milnei"
"Vermont","Missouri",NA,NA,NA,"Floerkea proserpinacoides","https://services.itis.gov/?q=tsn:29167","false mermaid-weed","Plants","Species","Exact Match","Floerkea proserpinacoides"
"Texas","Texas","Endangered","E00T","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E00T","Etheostoma fonticola","https://services.itis.gov/?q=tsn:168395","fountain darter","Fish","Species","Exact Match","Etheostoma fonticola"
"Tennessee,West Virginia","",NA,NA,NA,"Glyphyalinia specus","https://services.itis.gov/?q=tsn:77165","hollow glyph","Mollusks","Species","Exact Match","Glyphyalinia specus"
"Alaska","Alaska",NA,NA,NA,"Myodes rutilus","https://services.itis.gov/?q=tsn:970618","Northern Red-backed Mouse","Mammals","Species","Exact Match","Clethrionomys rutilus, Myodes rutilus"
"Utah","Utah",NA,NA,NA,"Pyrgulopsis chamberlini","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","Smooth Glenwood Pyrg","Other","Undetermined","Historic Match","Pyrgulopsis chamberlini"
"Arizona,Arkansas,Iowa,Kansas,Louisiana,Minnesota,Missouri,Nebraska,New Mexico,North Dakota,Oklahoma,South Dakota,Texas","Arizona,Kansas,Louisiana,Minnesota,Montana,New Mexico,North Dakota,Oklahoma,South Dakota,Texas","Resolved Taxon","B0GD","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0GD","Anthus spragueii","https://services.itis.gov/?q=tsn:178499","Sprague's Pipit","Birds","Species","Exact Match","Anthus spragueii"
"Maine,New Jersey,Ohio,Rhode Island,West Virginia","New Jersey,Ohio",NA,NA,NA,"Gyrinophilus porphyriticus porphyriticus","https://services.itis.gov/?q=tsn:208355","Northern Spring Salamander","Amphibians","Subspecies","Exact Match","Gyrinophilus porphyriticus porphyriticus, Gyrinophilus porphyriticus porphyriticus "
"Arizona,California,New Mexico","California,New Mexico,Texas","Species of Concern","B0GV","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0GV","Micrathene whitneyi","https://services.itis.gov/?q=tsn:177912","Elf Owl","Birds","Species","Exact Match","Micrathene whitneyi"
"Alabama,Georgia,Tennessee","Alabama,Georgia,Tennessee","Species of Concern","E013","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E013","Etheostoma ditrema","https://services.itis.gov/?q=tsn:168388","coldwater darter","Fish","Species","Exact Match","Etheostoma ditrema , Etheostoma ditrema"
"Texas","Ohio",NA,NA,NA,"Meleagris gallopavo","https://services.itis.gov/?q=tsn:176136","Wild Turkey","Birds","Species","Exact Match","Meleagris gallopavo , Meleagris gallopavo"
"Tennessee","",NA,NA,NA,"Arrhopalites benitus","https://services.itis.gov/?q=tsn:100451","(a springtail)","Other Invertebrates","Species","Exact Match","Arrhopalites benitus"
"Alaska","Alaska,Connecticut",NA,NA,NA,"Bubo scandiacus","https://services.itis.gov/?q=tsn:686683","Snowy Owl","Birds","Species","Exact Match","Nyctea scandiaca, Bubo scandiacus"
