"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Hawaii","Hawaii",NA,NA,NA,"Heteropogon contortus","https://services.itis.gov/?q=tsn:41763","Pili Grass","Plants","Species","Exact Match","Heteropogon contortus"
"Maryland,Michigan","Ohio",NA,NA,NA,"Eurycea cirrigera","https://services.itis.gov/?q=tsn:550246","Southern Two-lined Salamander","Amphibians","Species","Exact Match","Eurycea cirrigera"
"Louisiana","",NA,NA,NA,"Chasmanthium ornithorhynchum","https://services.itis.gov/?q=tsn:41550","Birdbill Spike Grass","Plants","Species","Followed Accepted TSN","Chasmanthium ornithorhynchum"
"California","California","Species of Concern","B08R","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B08R","Melospiza melodia maxillaris","https://services.itis.gov/?q=tsn:179511","Suisun song sparrow","Birds","Subspecies","Exact Match","Melospiza melodia maxillaris"
"Alabama,Arkansas,Ohio,Texas,West Virginia,Wisconsin,Wyoming","Alabama,Arkansas,Iowa,Ohio,Pennsylvania,Texas,West Virginia,Wisconsin,Wyoming",NA,NA,NA,"Hiodon alosoides","https://services.itis.gov/?q=tsn:161905","goldeye","Fish","Species","Exact Match","Hiodon alosoides , Hiodon alosoides"
"Vermont","",NA,NA,NA,"Gymnocarpium jessoense ssp. parvulum","https://services.itis.gov/?q=tsn:524119","Asian oakfern","Plants","Subspecies","Exact Match","Gymnocarpium jessoense ssp. parvulum"
"Iowa,Kansas,Texas","Iowa,Kansas,Oregon,Texas",NA,NA,NA,"Crotalus viridis","https://services.itis.gov/?q=tsn:174319","Western Rattlesnake","Reptiles","Species","Exact Match","Crotalus viridis"
"Kentucky,Tennessee","Tennessee","Resolved Taxon","K062","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K062","Orconectes burri","https://services.itis.gov/?q=tsn:650387","Burr crayfish","Crustaceans","Species","Fuzzy Match","Orconectes burri, Orconectes barri"
"Virginia","Maryland,Virginia","Resolved Taxon","I0KZ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0KZ","Laccophilus schwarzi","https://services.itis.gov/?q=tsn:112298","Schwarz' diving beetle","Insects","Species","Exact Match","Laccophilus schwarzi"
"California","California",NA,NA,NA,"Oceanodroma melania","https://services.itis.gov/?q=tsn:174640","Black Storm Petrel","Birds","Species","Exact Match","Oceanodroma melania"
"Connecticut,Maryland,Massachusetts,Michigan,Minnesota,Ohio,Pennsylvania,Vermont,Virginia","Connecticut,Maryland,Massachusetts,Michigan,New York,Vermont,Virginia",NA,NA,NA,"Stylurus amnicola","https://services.itis.gov/?q=tsn:593018","Riverine Clubtail","Insects","Species","Exact Match","Stylurus amnicola"
"Florida,North Carolina,Oklahoma,South Carolina","North Carolina,Oklahoma,South Carolina,Texas","Similarity of Appearance to a Threatened Taxon","C000","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C000","Alligator mississippiensis","https://services.itis.gov/?q=tsn:551771","American Alligator","Reptiles","Species","Exact Match","Alligator mississippiensis"
"Iowa,Kansas,Minnesota,Nebraska,Ohio,South Dakota,West Virginia,Wisconsin","Florida,Iowa,Kansas,Minnesota,Nebraska,New York,Ohio,West Virginia,Wisconsin",NA,NA,NA,"Lampsilis teres","https://services.itis.gov/?q=tsn:80006","yellow sandshell","Mollusks","Species","Exact Match","Lampsilis teres teres, Lampsilis teres anodontoides, Lampsilis teres"
"Virginia","Virginia",NA,NA,NA,"Pseudotremia sublevis","https://services.itis.gov/?q=tsn:570451","A millipede","Other Invertebrates","Species","Exact Match","Pseudotremia sublevis"
"North Carolina,Tennessee","North Carolina,Tennessee","Endangered","F01J","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F01J","Alasmidonta raveneliana","https://services.itis.gov/?q=tsn:79924","Appalachian elktoe","Mollusks","Species","Exact Match","Alasmidonta raveneliana"
"Florida,South Carolina,Texas,Virginia,West Virginia","Connecticut,Massachusetts,Michigan,New Jersey,South Carolina,Virgin Islands",NA,NA,NA,"Butorides virescens","https://services.itis.gov/?q=tsn:174793","Green Heron","Birds","Species","Exact Match","Butorides virescens"
"Illinois,New York,Pennsylvania,Vermont","Illinois,Iowa,New York,Ohio,Pennsylvania,Vermont",NA,NA,NA,"Notropis heterodon","https://services.itis.gov/?q=tsn:163445","blackchin shiner","Fish","Species","Exact Match","Notropis heterodon"
"West Virginia","",NA,NA,NA,"Scleria oligantha","https://services.itis.gov/?q=tsn:40314","littlehead nutrush","Plants","Species","Exact Match","Scleria oligantha"
"Northern Mariana Islands","Guam,Northern Mariana Islands","Endangered","A0I9","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0I9","Emballonura semicaudata rotensis","https://services.itis.gov/?q=tsn:632278","Pacific sheath-tailed bat","Mammals","Subspecies","Exact Match","Emballonura semicaudata rotensis"
"West Virginia","",NA,NA,NA,"Amorpha fruticosa","https://services.itis.gov/?q=tsn:25368","desert false indigo","Plants","Species","Exact Match","Amorpha fruticosa"
"Arizona","","Species of Concern","A0CD","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0CD","Perognathus amplus cineris","https://services.itis.gov/?q=tsn:900888","Wupatki Arizona pocket mouse","Mammals","Subspecies","Exact Match","Perognathus amplus cineris"
"Colorado,Connecticut,Delaware,Florida,Georgia,Illinois,Iowa,Kansas,Louisiana,Maine,Maryland,Massachusetts,Mississippi,Montana,New Hampshire,New Jersey,New Mexico,New York,North Carolina,Rhode Island,South Carolina,Texas,Virginia","Colorado,Connecticut,Delaware,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Maine,Maryland,Massachusetts,Mississippi,Montana,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Puerto Rico,Rhode Island,South Carolina,Texas,Virgin Islands,Virginia",NA,NA,NA,"Sternula antillarum","https://services.itis.gov/?q=tsn:824127","Least Tern","Birds","Species","Exact Match","Sternula antillarum, Sterna antillarum, Sternula antillarum "
"Missouri","Missouri",NA,NA,NA,"Dryopteris intermedia","https://services.itis.gov/?q=tsn:17538","intermediate woodfern","Plants","Species","Exact Match","Dryopteris intermedia"
"Oregon","","Resolved Taxon","I0VU","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0VU","Philotiella leona","https://services.itis.gov/?q=tsn:777904","Leona's Little Blue Butterfly","Insects","Species","Exact Match","Philotiella leona"
"West Virginia","",NA,NA,NA,"Glyphyalinia cumberlandiana","https://services.itis.gov/?q=tsn:77148","hill glyph","Mollusks","Species","Exact Match","Glyphyalinia cumberlandiana"
"Alabama,Florida,Mississippi","Alabama,Florida,Mississippi","Species of Concern","E07M","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E07M","Notropis melanostomus","https://services.itis.gov/?q=tsn:163485","blackmouth shiner","Fish","Species","Exact Match","Notropis melanostomus"
"Vermont","Vermont",NA,NA,NA,"Harpalus providens","https://services.itis.gov/?q=tsn:932437","A Ground Beetle","Insects","Species","Exact Match","Harpalus providens"
"Texas","Texas",NA,NA,NA,"Procambarus steigmani","https://services.itis.gov/?q=tsn:650384","Parkhill Prairie crayfish","Crustaceans","Species","Exact Match","Procambarus steigmani, Procambarus steigmani "
"Tennessee,West Virginia","",NA,NA,NA,"Lysimachia quadriflora","https://services.itis.gov/?q=tsn:23996","linear-leaf loosestrife","Plants","Species","Exact Match","Lysimachia quadriflora"
"Tennessee","",NA,NA,NA,"Cicurina placida","https://services.itis.gov/?q=tsn:876223","funnel-web spider","Arachnids","Species","Exact Match","Cicurina placida"
"Louisiana,Tennessee","",NA,NA,NA,"Triantha racemosa","https://services.itis.gov/?q=tsn:522780","coastal false asphodel","Plants","Species","Exact Match","Triantha racemosa"
"Illinois,Indiana,Kentucky,Michigan,Missouri,Ohio,Pennsylvania,Tennessee","Illinois,Indiana,Kentucky,Michigan,Missouri,Ohio,Pennsylvania","Resolved Taxon","C041","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C041","Clonophis kirtlandii","https://services.itis.gov/?q=tsn:174216","Kirtland's Snake","Reptiles","Species","Exact Match","Clonophis kirtlandii , Clonophis kirtlandii"
"Delaware,Pennsylvania","",NA,NA,NA,"Gyraulus deflectus","https://services.itis.gov/?q=tsn:76594","flexed gyro","Mollusks","Species","Exact Match","Gyraulus deflectus"
"Delaware,Maryland,New York","Delaware",NA,NA,NA,"Celithemis verna","https://services.itis.gov/?q=tsn:101847","Double-ringed Pennant","Insects","Species","Exact Match","Celithemis verna"
"New Jersey","",NA,NA,NA,"Andrena geranii","https://services.itis.gov/?q=tsn:654300","","Insects","Species","Exact Match","Andrena geranii"
"Tennessee","Tennessee","Resolved Taxon","I0JN","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0JN","Pseudanophthalmus inquisitor","https://services.itis.gov/?q=tsn:932000","inquirer cave beetle","Insects","Species","Exact Match","Pseudanophthalmus inquisitor"
"West Virginia","West Virginia",NA,NA,NA,"Esox americanus vermiculatus","https://services.itis.gov/?q=tsn:162142","grass pickerel","Fish","Subspecies","Exact Match","Esox americanus vermiculatus"
"South Carolina","South Carolina",NA,NA,NA,"Apalone ferox","https://services.itis.gov/?q=tsn:208675","Florida Softshell Turtle","Reptiles","Species","Exact Match","Apalone ferox"
"Delaware,New Jersey,Pennsylvania","Illinois",NA,NA,NA,"Papaipema nelita","https://services.itis.gov/?q=tsn:939787","","Insects","Species","Exact Match","Papaipema nelita"
"Tennessee","Tennessee",NA,NA,NA,"Kleptochthonius pluto","https://services.itis.gov/?q=tsn:198537","(a cave obligate pseudoscorpion)","Arachnids","Species","Exact Match","Kleptochthonius pluto"
"Colorado","",NA,NA,NA,"Neochoroterpes oklahoma","https://services.itis.gov/?q=tsn:609646","Pronggill Mayfly","Insects","Species","Exact Match","Neochoroterpes oklahoma"
"Vermont","Vermont",NA,NA,NA,"Littorella uniflora","https://services.itis.gov/?q=tsn:32924","American shoreweed","Plants","Species","Followed Accepted TSN","Littorella americana"
"Delaware,District of Columbia,Iowa,New Jersey,Pennsylvania,South Dakota","Delaware,New Jersey,Ohio,South Dakota",NA,NA,NA,"Hyla chrysoscelis","https://services.itis.gov/?q=tsn:173502","Cope's Gray Treefrog","Amphibians","Species","Exact Match","Hyla chrysocelis, Hyla chrysoscelis"
"Maine","Wisconsin",NA,NA,NA,"Hexagenia rigida","https://services.itis.gov/?q=tsn:101551","A Mayfly","Insects","Species","Exact Match","Hexagenia rigida"
"Florida,Illinois,Kentucky,Tennessee","Florida,Illinois,Kentucky,Missouri,Tennessee",NA,NA,NA,"Nerodia cyclopion","https://services.itis.gov/?q=tsn:174243","Green Water Snake","Reptiles","Species","Exact Match","Nerodia cyclopion"
"Alaska,Illinois,Indiana,Iowa,Missouri,Montana,Nebraska,North Dakota,South Dakota","Alaska,Illinois,Indiana,Iowa,Maryland,Missouri,Montana,Nebraska,North Dakota,South Dakota,Virginia",NA,NA,NA,"Percopsis omiscomaycus","https://services.itis.gov/?q=tsn:164409","trout-perch","Fish","Species","Exact Match","Percopisis omiscomaycus, Percopsis omiscomaycus , Percopsis omiscomaycus"
"Georgia","",NA,NA,NA,"Marstonia gaddisorum",NA,"Emily's Marstonia","Other","Undetermined","Not Matched","Marstonia gaddisorum"
"Colorado,Connecticut,Kansas,Massachusetts,Missouri,Nebraska,Rhode Island,West Virginia,Wyoming","Colorado,Connecticut,Kansas,Massachusetts,Nebraska,Rhode Island,West Virginia,Wyoming",NA,NA,NA,"Luxilus cornutus","https://services.itis.gov/?q=tsn:163836","common shiner","Fish","Species","Exact Match","Luxilus cornutus"
"Virginia,West Virginia","Virginia",NA,NA,NA,"Gastrodonta fonticula","https://services.itis.gov/?q=tsn:77142","Appalachia bellytooth","Mollusks","Species","Exact Match","Gastrodonta fonticula"
"Texas","",NA,NA,NA,"Dichopetala gladiator","https://services.itis.gov/?q=tsn:658159","Gladiator short-winged katydid","Insects","Species","Exact Match","Dichopetala gladiator"
"Tennessee","Tennessee",NA,NA,NA,"Batrisodes pannosus","https://services.itis.gov/?q=tsn:691240","(a cave obligate beetle)","Insects","Species","Exact Match","Batrisodes pannosus"
"Texas","",NA,NA,NA,"Petrophila daemonalis",NA,"A snout moth","Other","Undetermined","Not Matched","Petrophila daemonalis"
"Delaware,Florida,Maryland,Missouri,Virginia","Delaware,Florida,Maryland,Virginia,West Virginia",NA,NA,NA,"Somatochlora provocans","https://services.itis.gov/?q=tsn:101959","Treetop Emerald","Insects","Species","Exact Match","Somatochlora provocans"
"Arkansas,Oklahoma","Arkansas,Oklahoma",NA,NA,NA,"Plethodon kiamichi","https://services.itis.gov/?q=tsn:208287","Kiamichi Slimy Salamander","Amphibians","Species","Exact Match","Plethodon kiamichi"
"California,Oregon,Washington","Washington","Threatened","E0BK","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0BK","Sebastes pinniger","https://services.itis.gov/?q=tsn:166734","canary rockfish","Fish","Species","Exact Match","Sebastes pinniger"
"Virginia,West Virginia","Virginia,West Virginia",NA,NA,NA,"Stylodrilus beattiei","https://services.itis.gov/?q=tsn:68451","aquatic oligochaete worm","Other Invertebrates","Species","Exact Match","Stylodrilus beattiei"
"Kansas,Minnesota,Pennsylvania,West Virginia","District of Columbia,Kansas,Maryland,Minnesota,Pennsylvania,West Virginia",NA,NA,NA,"Lepomis gulosus","https://services.itis.gov/?q=tsn:168138","Warmouth","Fish","Species","Exact Match","Lepomis gulosus"
"Tennessee","",NA,NA,NA,"Silphium laciniatum","https://services.itis.gov/?q=tsn:38401","compassplant","Plants","Species","Exact Match","Silphium laciniatum"
"Texas","",NA,NA,NA,"Escobaria duncanii","https://services.itis.gov/?q=tsn:513239","Duncan's cory cactus","Plants","Species","Followed Accepted TSN","Escobaria dasyacantha var. duncanii"
"South Carolina","Georgia","Under Review in the Candidate or Petition Process","Q2YO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2YO","Amorpha georgiana var. georgiana","https://services.itis.gov/?q=tsn:182060","Georgia false indigo","Plants","Variety","Exact Match","Amorpha georgiana var. georgiana"
"Connecticut,New Jersey,North Carolina,West Virginia","Connecticut,Ohio",NA,NA,NA,"Plethodon glutinosus","https://services.itis.gov/?q=tsn:173650","Slimy Salamander","Amphibians","Species","Exact Match","Plethodon glutinosus"
"Hawaii","Hawaii",NA,NA,NA,"Geranium cuneatum ssp. tridens","https://services.itis.gov/?q=tsn:525826","hinahina","Plants","Subspecies","Followed Accepted TSN","Geranium tridens"
"Alabama,California,Colorado,Connecticut,Delaware,Florida,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Jersey,New York,North Dakota,Ohio,Oklahoma,Pennsylvania,Rhode Island,Tennessee,Texas,Vermont,Washington,West Virginia,Wisconsin,Wyoming","Alabama,Alaska,Arkansas,California,Colorado,Connecticut,Delaware,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Jersey,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,Tennessee,Texas,Utah,Vermont,West Virginia,Wisconsin,Wyoming","Species of Concern","B0HD","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0HD","Asio flammeus","https://services.itis.gov/?q=tsn:177935","Short-eared Owl","Birds","Species","Exact Match","Asio flammeus , Asio flammeus"
"Colorado","",NA,NA,NA,"Sorex hoyi montanus","https://services.itis.gov/?q=tsn:710054","Pygmy shrew","Mammals","Subspecies","Exact Match","Sorex hoyi montanus"
"Texas","Texas","Under Review in the Candidate or Petition Process","I06A","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I06A","Haideoporus texanus","https://services.itis.gov/?q=tsn:728356","Texas diving beetle","Insects","Species","Fuzzy Match","Haideoporus texanus , Haideoporous texanus"
"Louisiana,Vermont","",NA,NA,NA,"Silene stellata","https://services.itis.gov/?q=tsn:20127","widowsfrill","Plants","Species","Exact Match","Silene stellata"
"Hawaii","","Endangered","Q3OT","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3OT","Labordia lorenceana","https://services.itis.gov/?q=tsn:822480","Lorence's labordia","Plants","Species","Fuzzy Match","Labordia lorenciana"
"Delaware,Iowa,Michigan","Delaware,Iowa,Michigan,Pennsylvania",NA,NA,NA,"Battus philenor","https://services.itis.gov/?q=tsn:777692","Pipevine Swallowtail","Insects","Species","Exact Match","Battus philenor"
"Alaska,Colorado,Ohio,Vermont,West Virginia","Maryland,Michigan,North Carolina,Ohio,Tennessee,Virginia",NA,NA,NA,"Lepus americanus","https://services.itis.gov/?q=tsn:180112","Snowshoe Hare","Mammals","Species","Exact Match","Lepus americanus"
"Hawaii","Hawaii","Endangered","Q2GL","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2GL","Poa mannii","https://services.itis.gov/?q=tsn:41167","Mann's bluegrass","Plants","Species","Exact Match","Poa mannii"
"Hawaii","","Endangered","Q1UC","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1UC","Euphorbia remyi var. kauaiensis","https://services.itis.gov/?q=tsn:535386","Remy's sandmat","Plants","Variety","Followed Accepted TSN","Chamaesyce remyi var. kauaiensis"
"Georgia","Georgia","Resolved Taxon","Q1M4","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1M4","Sageretia minutiflora","https://services.itis.gov/?q=tsn:28592","smallflower mock buckthorn","Plants","Species","Exact Match","Sageretia minutiflora"
"Nevada","Nevada","Under Review in the Candidate or Petition Process","G03V","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G03V","Pyrgulopsis pisteri","https://services.itis.gov/?q=tsn:568231","median-gland springsnail","Mollusks","Species","Exact Match","Pyrgulopsis pisteri"
"Alabama,Arkansas,Indiana,Iowa,Kentucky,Louisiana,Mississippi,Ohio,Oklahoma,Pennsylvania,Tennessee,Virginia","Alabama,Arkansas,Indiana,Kentucky,Louisiana,Mississippi,Ohio,Tennessee,Virginia,Wisconsin","Under Review in the Candidate or Petition Process","F016","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F016","Pleurobema rubrum","https://services.itis.gov/?q=tsn:568106","pyramid pigtoe","Mollusks","Species","Exact Match","Pleurobema rubrum, Pleruobema rubrum, Pleurobema rubrum "
"Michigan,Minnesota,New Jersey,West Virginia","District of Columbia,Michigan,Ohio",NA,NA,NA,"Diadophis punctatus edwardsii","https://services.itis.gov/?q=tsn:209171","Northern Ringneck Snake","Reptiles","Subspecies","Exact Match","Diadophis punctatus edwardsii, Diadophis punctatus edwardsii (northern subspecies)"
"Tennessee","Tennessee",NA,NA,NA,"Pseudanophthalmus ciliaris ciliaris","https://services.itis.gov/?q=tsn:933142","(a cave obligate beetle)","Insects","Subspecies","Exact Match","Pseudanophthalmus ciliaris ciliaris"
"Louisiana","",NA,NA,NA,"Quercus rubra","https://services.itis.gov/?q=tsn:19408","northern red oak","Plants","Species","Exact Match","Quercus rubra"
"Tennessee","Tennessee",NA,NA,NA,"Atheta lucifuga","https://services.itis.gov/?q=tsn:725097","Light Shunning Rove Beetle","Insects","Species","Exact Match","Atheta lucifuga"
"California","","Species of Concern","Q2IU","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2IU","Sidalcea stipularis","https://services.itis.gov/?q=tsn:505214","Scadden Flat checkermallow","Plants","Species","Exact Match","Sidalcea stipularis"
"Idaho,Utah","Idaho,Utah,Wyoming",NA,NA,NA,"Pyrgulopsis pilsbryana","https://services.itis.gov/?q=tsn:568230","Bear Lake springsnail","Mollusks","Species","Exact Match","Pyrgulopsis pilsbryana"
"Delaware,Indiana,Iowa,Michigan,Minnesota,Nebraska,New Jersey,New York,South Carolina,Texas,Vermont,Wisconsin","Connecticut,Delaware,District of Columbia,Illinois,Indiana,Iowa,Maryland,Michigan,Minnesota,Nebraska,New Hampshire,New Jersey,New York,Ohio,Texas,Vermont,Wisconsin","Species of Concern","B0E5","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0E5","Buteo lineatus","https://services.itis.gov/?q=tsn:175359","Red-shouldered Hawk","Birds","Species","Exact Match","Buteo lineatus"
"Connecticut,Delaware,Florida,Iowa,New Jersey,New York,Pennsylvania,Rhode Island","Connecticut,Delaware,Michigan,New York,Pennsylvania,Rhode Island",NA,NA,NA,"Callophrys henrici","https://services.itis.gov/?q=tsn:777852","Henry's Elfin","Insects","Species","Exact Match","Callophrys henrici"
"Georgia,South Carolina","Georgia",NA,NA,NA,"Notropis scepticus","https://services.itis.gov/?q=tsn:163465","sandbar shiner","Fish","Species","Exact Match","Notropis scepticus"
"Illinois,Iowa,Kansas,Michigan,Minnesota,Mississippi,North Carolina,Ohio,Pennsylvania,West Virginia,Wisconsin","Arkansas,Illinois,Iowa,Kansas,Michigan,Minnesota,Mississippi,North Carolina,Ohio,West Virginia,Wisconsin",NA,NA,NA,"Cyclonaias tuberculata","https://services.itis.gov/?q=tsn:80085","purple wartyback","Mollusks","Species","Exact Match","Cyclonaias tuberculata, Cyclonaias tuberculata "
"Hawaii","Hawaii","Endangered","B00G","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B00G","Acrocephalus familiaris kingi","https://services.itis.gov/?q=tsn:202291","Nihoa Millerbird","Birds","Subspecies","Exact Match","Acrocephalus familiaris kingi"
"Texas","",NA,NA,NA,"Tayshaneta devia",NA,"A cave obligate spider","Other","Undetermined","Not Matched","Tayshaneta devia"
"Connecticut,Maryland,Pennsylvania,Rhode Island,West Virginia","Alaska,Connecticut,Maryland,Ohio,Puerto Rico,Rhode Island,Virgin Islands,West Virginia",NA,NA,NA,"Parkesia noveboracensis","https://services.itis.gov/?q=tsn:950010","Northern Waterthrush","Birds","Species","Followed Accepted TSN","Seiurus novaboracensis, Parkesia noveboracensis, Seiurus noveboracensis"
"Texas","","Resolved Taxon","Q1Q2","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1Q2","Sophora gypsophila var. guadalupensis","https://services.itis.gov/?q=tsn:530492","Guadalupe Mountain necklacepod","Plants","Variety","Exact Match","Sophora gypsophila var. guadalupensis"
"Alaska,Arkansas,Illinois,Iowa,Kansas,Louisiana,Oklahoma,Texas","Alaska,Arkansas,Illinois,Kansas,Louisiana,Oklahoma,Texas",NA,NA,NA,"Calcarius pictus","https://services.itis.gov/?q=tsn:179529","Smith's Longspur","Birds","Species","Exact Match","Calcarius pictus"
"Hawaii","Hawaii",NA,NA,NA,"Tetramolopium rockii var. calcisabulorum","https://services.itis.gov/?q=tsn:530621","dune tetramolopium","Plants","Variety","Exact Match","Tetramolopium rockii var. calcisabulorum"
"Nevada","Nevada",NA,NA,NA,"Chaetodipus penicillatus","https://services.itis.gov/?q=tsn:552486","Desert Pocket Mouse","Mammals","Species","Exact Match","Chaetodipus pencillatus, Chaetodipus penicillatus"
"Tennessee","Tennessee",NA,NA,NA,"Caecidotea circulus","https://services.itis.gov/?q=tsn:683393","(a cave obligate isopod)","Crustaceans","Species","Exact Match","Caecidotea circulus"
"Massachusetts","","Species of Concern","Q30H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q30H","Carex formosa","https://services.itis.gov/?q=tsn:39608","handsome sedge","Plants","Species","Exact Match","Carex formosa"
"Colorado,Connecticut,Delaware,Illinois,Iowa,Kansas,Minnesota,Missouri,Nebraska,New Jersey,North Dakota,Ohio,Oklahoma,Pennsylvania,South Dakota,Vermont,West Virginia,Wisconsin","Colorado,Connecticut,Delaware,District of Columbia,Illinois,Iowa,Kansas,Maryland,Michigan,Minnesota,Missouri,Nebraska,New York,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Dakota,Vermont,Virginia,West Virginia,Wisconsin","Under Review in the Candidate or Petition Process","I075","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I075","Speyeria idalia","https://services.itis.gov/?q=tsn:777993","Regal Fritillary","Insects","Species","Exact Match","Speyeria idalia"
"Wyoming","Wyoming","Endangered","E00S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E00S","Rhinichthys osculus thermalis","https://services.itis.gov/?q=tsn:201909","Kendall Warm Springs dace","Fish","Subspecies","Exact Match","Rhinichthys osculus thermalis, Rhinichthys osculus thermalis "
"West Virginia","Illinois,Indiana,Ohio,West Virginia",NA,NA,NA,"Melanchra assimilis","https://services.itis.gov/?q=tsn:939480","Black Arches","Insects","Species","Exact Match","Melanchra assimilis"
"Connecticut,Massachusetts,Nebraska","Nebraska",NA,NA,NA,"Galearis spectabilis","https://services.itis.gov/?q=tsn:43591","showy orchis","Plants","Species","Exact Match","Galearis spectabilis, Galearis spectabilis  "
"Iowa,North Dakota,Pennsylvania,South Dakota,West Virginia,Wisconsin","Kansas,New York,North Dakota,Pennsylvania,South Dakota,West Virginia,Wisconsin",NA,NA,NA,"Quadrula quadrula","https://services.itis.gov/?q=tsn:80060","mapleleaf","Mollusks","Species","Exact Match","Quadrula quadrula"
"California","California",NA,NA,NA,"Banksula tuolumne","https://services.itis.gov/?q=tsn:1013961","Tuolumne cave harvestman","Arachnids","Species","Exact Match","Banksula tuolumne"
"Mississippi,Tennessee","Mississippi","Under Review in the Candidate or Petition Process","E0CT","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0CT","Noturus gladiator","https://services.itis.gov/?q=tsn:681493","Piebald Madtom","Fish","Species","Exact Match","Noturus gladiator"
"Tennessee","",NA,NA,NA,"Dichanthelium curtifolium","https://services.itis.gov/?q=tsn:1061801","Short-leaved Panic Grass","Plants","Species","Followed Accepted TSN","Dichanthelium ensifolium ssp. curtifolium"
"Alaska,Illinois,New York","Alaska,New York",NA,NA,NA,"Pungitius pungitius","https://services.itis.gov/?q=tsn:166387","ninespine stickleback","Fish","Species","Exact Match","Pungitius pungitius occidentalis, Pungitius pungitius"
"Connecticut,Delaware,District of Columbia,Maine,Maryland,Minnesota,New Jersey,New York,Pennsylvania,Rhode Island,South Carolina,Tennessee,Vermont,West Virginia","Connecticut,Maine,Maryland,Michigan,Minnesota,New Jersey,New York,Ohio,Puerto Rico,Rhode Island,South Carolina,Tennessee,Vermont,Wisconsin",NA,NA,NA,"Setophaga caerulescens","https://services.itis.gov/?q=tsn:950042","Black-throated Blue Warbler","Birds","Species","Exact Match","Dendroica caerulescens, Setophaga caerulescens"
"Illinois,Minnesota,Wisconsin","Illinois,Michigan,Minnesota,Wisconsin",NA,NA,NA,"Oporornis agilis","https://services.itis.gov/?q=tsn:178938","Connecticut Warbler","Birds","Species","Exact Match","Oporornis agilis"
"South Carolina","Arizona,Ohio","Species of Concern","B0EV","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0EV","Picoides pubescens","https://services.itis.gov/?q=tsn:178259","Downy Woodpecker","Birds","Species","Exact Match","Picoides pubescens"
"Kentucky","Kentucky",NA,NA,NA,"Etheostoma swaini","https://services.itis.gov/?q=tsn:168439","Gulf darter","Fish","Species","Exact Match","Etheostoma swaini"
"Arkansas,District of Columbia,Illinois,Kansas,Maine,Maryland,Minnesota,New Hampshire,Ohio,Pennsylvania,Virginia,West Virginia,Wisconsin","",NA,NA,NA,"Antrostomus vociferus",NA,"Eastern whip-poor-will","Other","Undetermined","Not Matched","Antrostomus vociferus"
"Texas","",NA,NA,NA,"Prionus arenarius","https://services.itis.gov/?q=tsn:703174","A longhorned beetle","Insects","Species","Exact Match","Prionus arenarius"
